name,Categorie,Confezionamento,"Etichette, certificazioni, premi",Link alla pagina del prodotto sul sito ufficiale del produttore,Luoghi di produzione o lavorazione,Marche,Negozi,Nome generico,NutriScore,Nutrition score  France,Origine degli ingredienti,Paesi di vendita,Quantità,acidi grassi saturi | g,additives,barcode,carboidrati | g,codice EMB,fibra alimentare | g,grassi | g,ingredients,proteine | g,sale | g,sodio | g,zuccheri | g
Nutri-Grain crunchy duo choco — Kellogg's — 200g," Sugary snacks, Bars, Cereal bars"," Carton, pochette aluminium, Sachet, Carton",, http,, Kellogg's, Casino," Barre aux céréales, pépites de chocolat et fourrage goût chocolat et noisette",D,14,," Francia, Italia, Spagna", 200g,8.346113319353593,E322i - E322(i) food additive; E471 - Mono- e digliceridi degli acidi grassi; E14XX - E14XX food additive; E503 - Carbonato d'ammonio; E500 - Carbonato di sodio; E307c - E307c food additive; E304i - Palmitato di ascorbile; Niacina; Vitamina B6; Riboflavina; Tiamina; Acido folico(acido pteroil-monoglutammico; Vitamina B12; Carbonato di calcio; Ferro; Huile de palme; E304 - Palmitate d'ascorbyle; Monostéarate de glycérol,5053827115520,62.59584989515194,,8.241786902861675,21.908547463303183,"Avoine complète 40%, sucre, huiles végétales (palme, tournesol), pépites de chocolat 5% (sucre, pâte de cacao, beurre de cacao, lécithine de soja), riz croustillant (farine de riz, sucre, farine d'orge maltée, extrait de malt d'orge, sel, huile de colza, émulsifiants (monostéarate de glycérol, lécithine de soja), carbonate de calcium), amidon modifié, inuline, maltodextrine, cacao maigre en poudre, pâte à la noisette (noisettes 1%, sucre, lécithine de soja), poudre de lait écrémé, sirop de glucose, mélasse, arômes, sel, poudres à lever (E503, E500), lécithine de soja, antioxydants (tocophérols, palmitate d'ascorbyle), vitamines (B3/PP, B6, B2, B1, B9, B12), fer",6.4682378224990345,0.5633626490563676,0.2222152671277894,25.038339958060778
Waffers alla Nocciola — Crich — 175 g," Sugary snacks, Biscuits and cakes, Biscotti, Wafers, Stuffed wafers", Plastique,,,, Crich, Primeur, Gaufrettes fourrées à la crème de noisettes,E,21, Italie," Francia, Italia", 175 g,24.829298572315334,E322i - E322(i) food additive; E500ii - Carbonato acido di sodio,8008620051015,64.14235464514795,,1.86219739292365,27.932960893854748,"Farine de blé, huile de coco, amidon de blé, sucre, dextrose, noisettes (7 % dans la crème), lait écrémé en poudre, lactosérum en poudre, farine de soja, cacao maigre, lécithine de soja, sel, bicarbonate de sodium, arôme naturel.",5.5865921787709505,0.34140285536933584,0.13449203393337472,24.829298572315334
CAMPIELLO — 380 g," Sugary snacks, Biscuits and cakes, Biscotti", Confezione in plastica, Senza zuccheri aggiunti,, Italia, Campiello, Esselunga, Biscotti frollini senza zuccheri aggiunti con edulcoranti,C,10,," Francia, Italia", 380 g,6.1283271709599,E965ii - Sciroppo di maltitolo; E965i - Maltitolo; E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio,8000590222204,76.60408963699875,,2.85988601311462,12.2566543419198,"Farina di frumento, Edulcoranti: sciroppo di maltitolo, maltitolo, Olio di palma non idrogenato, Latte fresco pastorizzato, Latte intero in polvere, Agenti lievitanti: carbonato acido di sodio, carbonato acido d'ammonio, Sale, Emulsionante: lecitina di girasole, Aromi",7.35399260515188,0.6639021101873225,0.26147529262762237,1.83849815128797
olio extra vergine di oliva — Natura's — 500 ml," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva, Olio extra vergine di oliva",,,,, Natura's,,,D,11, Union européenne," Francia, Italia", 500 ml,14.474474474474475,,8034094331506,0.0,,,100.0,,0.0,0.0,0.0,0.0
Ringo : Vaniglia — Pavesi — 165 g e," Sugary snacks, Biscuits and cakes, Biscotti, fr", Plastique,,,, Pavesi,, Ringo Vanille,D,13,," Francia, Italia, Svizzera", 165 g e,3.9748058460221363,E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio; Huile de palme,8013355999501,67.16402698791252,,2.853706761246662,23.950753174748773,"Biscotti (75%) : farina di frumento, grasso vegetale non idrogenato  di palma, zucchero, amido di frumento, cacao magro, sciroppo di glucosio, siero di latte in polvere, sale, agenti lievitanti (carbonato acido di sodio, carbonato acido d'ammonio), aroma vanillina; Crema (25%) : grasso ed olio vegetali non idrogenati (palma, colza), zucchero destrosio, siero di latte in polvere, amido di frumento, aroma vanillina 0.1%",5.605495423877373,0.3057542958478567,0.12026335636682363,27.517886626307103
Pattatine rustiche — Conad — 180 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Old-fashioned crisps"," Sachet, Plastique",,,, Conad, Conad,,D,14,," Francia, Italia", 180 g,4.380622689488643,,8003170023130,54.17013911148151,,,38.464004102827104,"Patate, olio di semi di girasole, sale.",5.876445071265253,1.068444558411864,0.4209671560142745,0.6410667350471184
BARRETTE DI CEREALI cioccolato al latte — Selex — 126 g," Sugary snacks, Bars, Cereal bars, Chocolate cereal bars",,,,, Selex,, Barrette di cereali,E,20,, Italia, 126 g,5.23605899293132,,8003100844385,80.72257614102453,,1.30901474823283,9.599441487040755,,6.545073741164151,1.30901474823283,0.5148791343049132,42.97931756697792
"grissini Torino, san Carlo — 360 g"," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", Carta,,,, San Carlo,," Grissini tipo ""0"" con olio vegetale (palma)",D,14,, Italia, 360 g,3.398488187678935,,,74.14883318572222,,2.986550225536034,7.517867809107948,"Farina di grano tenero tipo ""0"", Olio vegetale 6,6% (palma), Sale, Estratto di malto d'orzo, Lievito, Destrosio",11.328293958929784,2.8835657350003085,1.134889085703693,4.325348602500463
Ottimi al Cacao — Divella — 400 g, Biscuits au chocolat, Sachet, Fabriqué en Italie,,, Divella,,,D,13,," Francia, Italia", 400 g,2.512638572017247,,8005121214246,71.4594409881705,,2.1106164004944876,18.794536518689007,"ut:nvavves BISCUITS SABLÉS AU CACAO - Farine de blé, sucre, huile de exclusivement à partir de pur cacao cacao, beurre de cacao emulsifiant: léci hinc arômes), œufs frais 7,4 0%, cacao en poudre ( — acide de sodium, carbonate acide pvrophosphate acide de sodium), amidon de du lait, arômes, sel. Traces possibles de fruits à coque et ses",6.934882458767601,0.5025277144034493,0.19799591947495904,23.61880257696212
Piú gusto fior di senape — San carlo — 50 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps"," Sachet, Plastique", Senza conservanti,, Italie, San carlo,,,D,18,," Francia, Italia", 50 g,10.518675909076567,,8003130129520,58.904585090828775,,4.523030640902923,27.348557363599074,,6.731952581809003,1.7881749045430162,0.7036994183172224,2.2089219409060794
Pringles Paprika — 165 g e," Salty snacks, Appetizers, Chips and fries, Crisps, fr"," Tube, Carton, métal",,,, Pringles,,,D,13,," Francia, Italia", 165 g e,3.6912788109739547,E621 - Glutammato di monosodio; ; ; ; Alto rischio di sovraesposizione; ; ; E627 - Guanilato bisodico; E631 - Inosinato disodico; E160c - Estratto di paprica; E330 - Acido citrico; E471 - Mono- e digliceridi degli acidi grassi; E160b - Annatto; Huile végétale; E471 - Mono- et diglycérides d'acides gras alimentaires,5053990127672,55.36918216460932,,3.1484436917130787,33.655777394174294,"Pommes de déshydratées, huiles végétales (tournesol, maïs), farine de riz, amidon de blé, farine de maïs, assaisonnement paprika (sucre, paprika en poudre, exhausteurs de goût [glutamate monosodique, guanylate disodique, inosinate disodique), levure en poudre, dextrose, oignon en poudre, bouillon en granulés, ail en poudre, colorant {extrait de paprika), acidifiant {acide citrique), extrait de piment), émulsifiant (E471), maltodextrine, sel, colorant (rocou).",5.102650121052231,1.9542064293391523,0.7697401991119217,4.3426809540870055
Cioccolato fondente 74% con granella di cacao — Vanini," Sugary snacks, Cioccolato, Cioccolato fondente, Cioccolato fondente con semi di cacao",,,,, Vanini,,,D,17,," Francia, Italia",,28.350515463917525,,8006070072529,32.16494845360825,,11.030927835051546,47.11340206185567,"Cioccolato fondente (Cacao:74%) con granella di cacao (10%). Ingredienti: pasta di cacao, zucchero, burro di cacao, granella di cacao, cacao magro in polvere. Emulsionante: lecitina di soia. Estratto di vaniglia. Può contenere tracce di frutta a guscio, lattosio e proteine del latte. Senza glutine.",9.690721649484537,0.0,0.0,26.90721649484536
Friabili al Peperoncino — Le Vie del Grano — 200 g," Salty snacks, Appetizers, Crackers",,,,, Le Vie del Grano,,,D,15,, Italia, 200 g,2.769202367155209,,8005457171107,71.38388324222315,,,18.153659962461923,,7.589665747017979,2.0615173177710995,0.8112737305258407,3.5897067722382334
Grissini integrali Biologici Coop — Coop-Vivi verde — 180 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", sacchetto di plastica,,, Sant'Ilario d'Enza (RE) - Italia, Coop-Vivi verde,, grissini,C,9,, Italia, 180 g,1.1216935533212327,Iodato di potassio,,67.30161319927396,,9.177492708991904,6.118328472661269,"Farina di grano tenero integrale* (farina di grano tenero tipo ""0""*, crusca di grano tenero 11, 4%*), Crema di lievito, Olio extra vergine di oliva 3, 8%*, Estratto di malto d’orzo*, Sale iodato (sale, iodato di potassio 0, 007%), Glutine di grano tenero*,",14.27609976954296,2.2433871066424653,0.883078742887443,2.1414149654314443
Muesli croccante frutti di bosco — Pam & Panorama — 375 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis, Mueslis with fruits",,, https,, Pam & Panorama,,,C,8,, Italia, 375 g,5.505359629521681,,8004263681930,62.609972257305394,,9.067651154506299,17.271716484773904,"Fiocchi di avena 42,8%, zucchero di canna, fiocchi di frumento 10,8%, olio di girasole, cocco disidratato, frumento duro soffiato 6,8%, farina di farro* 5,4%, mix di frutti di bosco liofilizzati 3% (lamponi*, more*, fragole, mirtilli), sale. *Biologico. Puo' contenere tracce di soia, latte, frutta a guscio e semi di sesamo.",10.794822802983688,0.18351198765072274,0.07232531277999073,18.351198765072272
Grissini al Naturale — Sarandrea — 200 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks"," Sachet, Plastique",, http,, Sarandrea,, Gressins nature,C,3,," Francia, Italia", 200 g,1.2914056950991153,,8056459867505,76.40817029336434,,,5.488474204171241,"Farine de blé tendre type 00, eau, extrait de malt (malt d'orge de maïs grains), sel, saindoux, levure de bière, huile extra vierge d'olive.",17.218742601321537,0.6349411334237317,0.24967176771916233,4.950388497879942
Pavesini — Pavesi — 200 g, Biscotti all'uovo,,,,, Pavesi,,,D,14,, Italia, 200 g,1.2563077116355035,E500ii - Carbonato acido di sodio,8013355997460,86.47584748424381,,2.0938461860591726,3.6642308256035516,"zucchero 49,2%, farina di frumento, uova fresche 23,5%, agenti lievitanti carbonato acido di ammonio, carbonato acido di sodio, zucchero caramellati, aromi.",7.328461651207103,0.31407692790887587,0.12353692497749118,52.34615465147932
Olio di semi di lino — Zucchi — 250 ml," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereals and their products, Fats, Vegetable fats, Olio vegetale, Cereal oils, Olio di lino",,,,, Zucchi, Conad,,D,11,, Italia, 250 ml,10.0,,8003540205715,0.0,,,100.0,Olio di semi di lino,0.0,0.0,0.0,0.0
Olio Di Oliva Vergine Ed Extravergine Accademia Olearia Generici — 75 cl," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva, Olive oils from Italy, Olio extra vergine di oliva",,,,, Accademia Olearia,,,D,12,," Francia, Italia", 75 cl,16.375545851528386,,8028632006018,0.0,,,100.0,,0.0,0.0,0.0,0.0
Cioccolato extra fondente con fave di cacao — Alce Nero — 100 g," Sugary snacks, Cioccolato, Cioccolato fondente, Cioccolato fondente con semi di cacao",,,,, Alce Nero,,,D,15,," Francia, Italia", 100 g,33.323613945932436,,8009004901261,23.951347523638937,,12.496355229724664,54.1508726621402,"pasta di cacao, zucchero di canna (17%), burro di cacao"", granella di fave di cacao tostate (10%), baccell divaniglia Biologico. CACAO 80% min. (cioccolato). Può contenere: latte, nocciole e mandorle.",9.372266422293498,0.02082725871620777,0.008330903486483108,17.703169908776605
Milka Caramelo / Caramello / Karamel — 100g," Sugary snacks, Cioccolato, Cioccolato al latte"," Plástico, PP, Polipropileno, ♷",,,," Milka, Mondelez International",, Chocolate de leite dos Alpes com recheio cremoso lácteo com sabor a caramelo (35%) e com recheio de creme de caramelo (15%),E,27,," Francia, Italia, Paesi Bassi, Portogallo, Spagna", 100g,18.868517877920688,E422 - Glicerolo,7622300086404,59.75030661341552,,1.0482509932178161,33.544031782970116,"Açúcar, gordura de palma, manteiga de cacau, leite em pó magro, xarope de glucose, soro de leite em pó, pasta de cacau, gordura de leite, leite condensado magro, humidificante (glicerol), xarope de açúcar invertido, xarope de açúcar caramelizado (0,6%), emulsionantes (lecitina de soja, lecitina de girassol), pasta de avelãs, sal, aromas. 7% leite em pó magro no recheio cremoso lácteo.",4.926779668123736,0.5241254966089081,0.20650544566390977,57.65380462697988
Nocciolaia Rigoni — Rigoni Di Asiago — 270 g e," Crema spalmabile alle nocciole, Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes, Pâtes à tartiner aux noisettes et au cacao"," Verre, Bocal, Vasetto, Vetro"," AB Agriculture Biologique, Bio, Bio européen",,, Rigoni Di Asiago,, Crema di cioccolato alle nocciole,D,17,," Francia, Italia", 270 g e,6.373553999936264,,8001505004359,56.29972699943699,,4.24903599995751,31.867769999681318,"Zucchero di canna*, Pasta di nocciole 16%*, Olio di girasole*, Latte scremato in polvere*, Cacao 6,5%*, Burro di cacao*, Emulsionante: lecitina di girasole, Estratto di vaniglia*",7.435812999925641,0.10622589999893772,0.041428100999585715,54.17520899945825
— Kellogg's — 375 g e," Aliments d'origine végétale, Aliments et boissons à base de végétaux, Cereales-au-son, Céréales et dérivés, Céréales et pommes de terre, Céréales pour petit-déjeuner, Petit-déjeuners"," boîte, Carton, Plastique", Point Vert, http,, Kellogg's,,,B,0,," Francia, Italia", 375 g e,0.5309208290859667,,8010265651000,66.89602446483181,,15.927624872579003,3.397893306150187,,12.7420998980632,0.7432891607203533,0.29306829765545367,14.865783214407067
Crostì Pomodoro & Basilico — La Mole — 100 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Croutons"," Sachet, Plastique",,, Italie, La Mole, Noz, Croûtons Tomate Basilic,D,16,," Francia, Italia", 100 g,4.845008188063838,Huile végétale,8008685001192,69.08981676179032,,3.197705404122133,11.531119487591933,"Farine de blé, huile végétale, huile extra-vierge d'olive, tomates en poudre 3%, aromates, sel, levure, basilic 1%, épices, farine de céréales maltées, petit-lait en poudre, amidon de blé, lactose, extrait de levure.",11.724919815114488,3.197705404122133,1.258733127258985,3.197705404122133
Tacoz —  — 200 g, Snack, Busta alluminata,,, Mantova,,, Chips di mais,D,15,, Italia, 200 g,9.252690990963204,,8013711317000,63.12391409390453, I,6.168460660642137,20.767150890828525,"Farina di mais (79%), olio di palma non idrogenato, sale",7.504960470447933,1.747730520515272,0.6877833636615983,1.850538198192641
"Olio extra vergine di oliva — Verso Natura — 0,75 L"," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva, Olive oils from Italy, Olio extra vergine di oliva",," Biologico, Biologico UE; ",,," Verso Natura, Conad",,,D,11,, Italia," 0,75 L",15.283842794759828,,8003170058491,0.0,,,100.0,,0.0,0.0,0.0,0.0
Riso su Riso Galbusera — 380 g (10 porzioni)," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Crispbreads"," Monoporzione, Plastica, Cartone",, http,," Galbusera, Galbusera SpA Viale Orobie 9 23013 Cosio Valtellino SO Italy",, Cracker con riso soffiato,C,10,, Italia, 380 g (10 porzioni),1.327356824145642,,8002190002644,74.43408652324408,,3.0631311326437887,9.802019624460122,"Farina di FRUMENTO, riso soffiato 12%, farina di RISO 9%, olio di mais 8%, estratto di malto d'ORZO, lievito madre naturale 1% (FRUMENTO), sale marino integrale, correttore di acidità (della lievitazione) carbonato acido di sodio, farina di malto d'ORZO, lievito per panificazione (lievito di birra).",10.210437108812629,1.78682649404221,0.7034991167971901,2.042087421762526
Crostatina alla Crema Cacao — Dolci del Castello — 240 g (6 * 40 g)," Sugary snacks, Biscuits and cakes, Cakes, Chocolate cakes"," Plastique, PP, 05"," Senza coloranti, Senza conservanti, Punto Verde, Fatto in Italia",, Italie, Dolci del Castello,,,E,20,," Francia, Italia", 240 g (6 * 40 g),11.232678453778608,E450i - Difosfato disodico; E503ii - Carbonato acido di ammonio; E500ii - Carbonato acido di sodio; Huile végétale,8009890011143,65.8839793923553,,2.4841500426625767,22.681369954745264,"Farine de blé, crème aux noisettes et cacao 21% (sucre huile de tournesol, noisettes 14 %, cacao en poudre, lait écrémé en poudre, arômes), sucre, graisses végétales en proportions variables (huile de tournesol, huile de noix de coco, beurre de cacao), œufs, fructose, beurre, lait en poudre, poudre a lever : diphpsphate disodique, carbonate acide d'ammonium, carbonate acide de sodium ; sirop de glucose-fructose, sel, arômes.",7.776469698769805,0.8424508840333956,0.331580027433657,28.621728752416647
Olio extra vergine di oliva — Zucchi — 500 ml," Aliments d'origine végétale, Aliments et boissons à base de végétaux, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Matières grasses, Matières grasses végétales, Produits de l'olivier",,,,, Zucchi,,,D,11, Union Européenne," Francia, Italia", 500 ml,15.217391304347828,,8003540272656,0.0,,,100.0,Olio extra vergine di oliva.,0.0,0.0,0.0,0.0
Nuvoleé biscotti integrali con crusca — Di Leo — 350 g," Sugary snacks, Biscuits and cakes, Biscotti", Pacco,,," Di Leo Pietro S.p.A. sede e stabilimento s.s. 271 km 51, 260 zona industriale JESCE - 75100 MATERA", Di Leo, Supermercato 365,,D,11,, Italia, 350 g,2.8223193192983924,,8000015003005,67.63113331800223,,6.585411745029582,14.63424832228796,,9.721322099805576,1.024397382560157,0.40348713231451094,26.75976836075513
Crema spalmabile nocciola e cacao — il Viaggiator Goloso," Spreads, Breakfasts, Sweet spreads, fr",, Senza olio di palma,,, il Viaggiator Goloso,,,E,25,, Italia,,10.15895167827934,,8000633034931,64.75048998984104,,,28.732388585032474,,6.25955608459636,0.18470821233235163,0.07285712819776091,64.75048998984104
Nutella — 630 g," Spreads, Breakfasts, Sweet spreads, fr"," Pot, Verre, Couvercle, Plastique",, http,, Nutella," Auchan, ΑΒ Βασιλόπουλος", Pâte à tartiner aux noisettes et au cacao,E,26,," Belgio, Francia, Grecia, Italia, Spagna, Svizzera, Regno Unito", 630 g,11.175658151377453,E322i - E322(i) food additive; Huile de palme,59032823,60.62267393435883,,,32.57809781863805,"Sucre, huile de palme, noisettes 13%, cacao maigre 7.4%, lait écrémé en poudre 6.6%, lactosérum en poudre, émulsifiant (lécithine de soja), vanilline.",6.642136448460184,0.112810888886546,0.04428090965640123,59.35750508703308
Cracker salati Gran Pavesi gran formato — 560 g," Salty snacks, Appetizers, Crackers",, Senza grassi idrogenati,,, Pavesi,, Crackers salati in superficie,D,18,, Italia, 560 g ,6.116582053948254,E500ii - Carbonato acido di sodio,8013355999662,69.01543417538281,,2.5485758558117726,14.272024792545926,"farina di frumento, olio di soia (9,2%), estratto di malto d'orzo e mais (3,6%), olio vegetale non idrogenato, sale (1,7%), correttore di acidita: carbonato acido di sodio, farina d'orzo maltato, lievito naturale",10.19430342324709,2.848288376455237,1.12137337655718,3.058291026974127
Più gusto vivace — San Carlo — 150 g, Chips, Sacchetto,,,, San Carlo,, patatine chips gusto paprika,D,17,, Italia, 150 g,10.664882215786117,E621 - Glutammato di monosodio; ; ; ; Alto rischio di sovraesposizione,8003130127922,59.38875586829916,,4.705095095199758,27.18499388337638,"patate, oli vegetali, aromi (aromi di affumicatura, farina di frumento, lattosio, paprika e spezie, destrosio, siero di latte in polvere, esaltatore di sapidità : glutammato monosodico, zucchero, proteine vegetali, senape), sale iodato.",6.796248470844095,1.3812068046130843,0.5436998776675276,1.9865957068621198
Alpenliebe — 49 g," Sugary snacks, Dolce, Candies", Cartone,,,, Alpenliebe,, caramelle,C,10,, Italia, 49 g,4.612884625465221,E953 - Isomalto; E950 - Acesulfame k; E1200 - Polidestrosio; E322 - Lecitine; E150b - Caramello solfito-caustico,80737087,91.2093096398805,,,7.233841799025005,"edulcoranti (isomalto, acesulfame K), panna, burro, polidestrosio, sale, lecitine, aromi, colorante (E150b)",0.3145148608271741,0.8911254390103266,0.3512082612570111,0.0
Cioccolato al latte Biologico 39% Cacao — Otto Chocolates — 100 g," Sugary snacks, Cioccolato, Cioccolato al latte", Carton," Fair trade, Biologico, Biologico UE, Fairtrade International, IT-BIO-014, fr",, Italie, Otto Chocolates, Noz, Cioccolato al latte Biologico,E,24,," Francia, Italia", 100 g,23.061013443640128,,8056450920162,47.88004136504654,,3.412616339193382,38.46949327817995,"Zucchero di canna biologico*, LATTE in polvere biologico*, Pasta di cacao biologica*, Burro di cacao biologico*, Emulsionanti: Lecitina di SOIA. Estratto di vaniglia biologica*. Cacao, zucchero, vaniglia: conformi agli standard Fairtrade. Totale: 74,7%.",10.237849017580146,0.0,0.0,46.63908996897622
Sfornatini gusto Pizza — La Mole — 120 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Salty snacks, Appetizers, Pani, Breadsticks", Carton,,, Italie, La Mole, Noz," Gressins avec tomate, origan, huile d'olive et huile de palme",D,17,," Francia, Italia", 120 g,4.4646260059020175,Huile de palme,8008685003264,69.14725643287272,,2.831226247645182,11.978264893883463,"Farine de blé, huile de palme (5%), tomates déshydratées (2%), huile d'olive (2%), sel, levure (Saccharomyces cerevisiae), farine de blé malté, huile d'olive vierge extra, origan (0,3%).",11.86937157666634,2.9945662234708657,1.1793146254614355,3.4845861509479166
Olio di oliva — Selex," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva",,,,, Selex,,,C,10,," Francia, Italia",,0.0,,8003100902696,0.0,,,100.0,,0.0,0.0,0.0,0.0
Thé Froll — Galbusera — 400 g," Sugary snacks, Biscuits and cakes, Biscotti, Prodotti da forno",,, www.galbusera.it,," Galbusera, Galbusera SpA Viale Orobie 9 23013  Cosio Valtellino Italy",, Biscotti frollini con zucchero di canna e miele,D,17,, Italia, 400 g,7.982969664715274,E450i - Difosfato disodico; E500ii - Carbonato acido di sodio,8002190001388,71.53968968764073,,2.046915298644942,17.705817333278752,"farina di frumento, zucchero, oli vegetali non idrogenati, zucchero di canna integrale 5%, uova fresche, miele 2%, latte scremato in polvere, sciroppo di glucosio/fruttosio, burro, amido di frumento, agenti lievitanti (difosfato disodico, carbonato acido di sodio), sale marino integrale, aromi, proteine del latte",7.982969664715274,0.5199164858558153,0.20469152986449424,23.539525934416833
Extra peanut butter — Kellogg's — 525 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis, Cereals with honey"," Carton, Sachet, Etui, Plastique, Boite, Point vert, Pensez au tri!, Boite carton à recycler, Sachet plastique à jeter"," Vegetariano, Nuovo",, Union Européenne, Kellogg's," Intermarché, E.Leclerc, Leclerc, Géant, Auchan, Carrefour, Magasins U"," Pépites de céréales croustillantes au beurre de cacahuètes et cacahuètes grillées enrichies en vitamines (B1, B2, B3/PP, B6, B9, B12, D8 et en fer",D,11,," Belgio, Francia, Italia, Paesi Bassi, Spagna", 525 g,7.112753060076223,E500ii - Carbonato acido di sodio; E322i - E322(i) food additive; E306 - Estratto ricco in tocoferolo; Tiamina; Vitamina B6; Riboflavina; Acido folico(acido pteroil-monoglutammico; Vitamina D; Vitamina B12; Huile de palme,5053827181228,52.018641782647,,5.838827138868542,26.540123358493368,"cereali 48% (avena, mais, farina di frumento), arachidi tostate 19%, burro di arachidi 9% (arachidi tostate), olio di palma non idrogenato, zucchero, sciroppo di glucosio, estratto di malto d'orzo, melassa, miele, sale, agente lievitante (idrogenocarbonato di sodio), emulsionante (lecitina di soia), latte scremato in polvere, antiossidante (estratto ricco in tocoferolo), arome naturale, vitamina (niacina, B6, B2, B1, acido folico, D, B12) e ferro",14.862469080756288,0.5308024671698673,0.20913617206492777,12.739259212076817
Tarallucci — Barilla — 350g, fr, Sac papier,,, Italie," Barilla, Mulino Bianco", Delhaize, Biscuits sablés,C,10,," Belgio, Francia, Italia", 350g,1.939943435333517,E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio; E336i - Tartrato monopotassico,8076809572828,71.47160024912958,,3.0630685821055534,17.35738863193147,"farine de blé 65,6%, sucre, huile de tournesol, oeufs frais 5%, poudres à lever (carbonate acide de sodium, carbonate acide d'ammonium, tartrate monopotassique), lait entier pasteurisé, sirop de glucose, sel, protéines de lait, miel.",7.147160024912957,0.6891904309737495,0.2715920809466924,23.9940372264935
Choco & milk cereals — Loacker — 25 g e," Sugary snacks, Dolce, Chocolate candies, Bars, Chocolate bars, Snack"," Sachet, Plastique"," Senza coloranti, Senza conservanti, Punto Verde, Fatto in Italia", https, Italie, Loacker,, Barretta al cioccolato al latte con wafer ripieno di crema al latte (56%) e crispies ai cereali,E,24,," Francia, Italia", 25 g e,25.073653858208488,E500ii - Carbonato acido di sodio; E450i - Difosfato disodico,80001690,58.505192335819814,,,32.38680290018597,"cioccolato al LATTE 27% (zucchero, burro di cacao, LATTE intero in polvere, pasta di cacao, LATTE scremato in polvere, emulsionante lecitine di soia), olio di cocco, sciroppo di glucosio, farina di FRUMENTO, siero di LATTE in polvere, LATTE scremato in polvere 8%, nella crema, destrosio, crispies ai CEREALI 4% (riso, germe di GRANO, zucchero, sale), zucchero, farina di SOIA, LATTE intero in polvere, estratto di malto d'ORZO, NOCCIOLE, cacao magro, agenti lievitanti (carbonato acido di sodio, difisfato disodico), sale,emulsionante lecitina di SOIA, bacche di vaniglia Bourbon, spezie",8.671305292630436,0.3134206732276061,0.12327879813619175,36.56574520988738
Grissini Intergrali Valdadige — Panificio Zorzi — 200 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", Plastica,,, Verona, Panificio Zorzi,, Grissini integrali ,C,10,, Italia, 200 g,1.216224433948878,,8011262000648,60.10175744430705,,10.033851580078244,8.817627146129364,,17.93931040074595,2.2297447955729433,0.8777086331664402,0.9121683254616585
